dataset_name,suite_name,traj_name,config_name,scheduler_kind,num_steps,cfg_weight,tts_budget,tts_topk,tts_verifier,latency_ms,latency_std_ms,mse_vs_baseline,verifier_score_mean,diversity,path_length_mean,endpoint_norm_mean,forward_progress_mean,lateral_abs_mean,smoothness_mean
go_stanford,short,no9vc_56_0,ddim10_cfg1.0_tts8,ddim,10,1.0,8,4,heuristic,59.62263666666937,0.5674355846432583,0.19224217534065247,10.053862571716309,0.32454997301101685,8.75363826751709,10.005447387695312,9.945886611938477,0.8156907558441162,0.04384669288992882
go_stanford,short,no9vc_56_0,ddim10_cfg1.0_tts16,ddim,10,1.0,16,4,heuristic,118.25538200002939,0.7764801064398804,0.3987105190753937,10.679916381835938,0.17845332622528076,9.214872360229492,10.49681282043457,10.476166725158691,0.5327008962631226,0.056646812707185745
go_stanford,short,no9vc_56_0,ddim10_cfg1.0_tts32,ddim,10,1.0,32,4,heuristic,238.40462033335066,3.824983049082158,0.3772575855255127,10.713546752929688,0.16803118586540222,9.191838264465332,10.490816116333008,10.47782039642334,0.45206451416015625,0.03673342987895012
go_stanford,short,no9vc_56_0,ddim10_cfg2.0_tts0,ddim,10,2.0,0,0,heuristic,60.35488766663851,1.6360747323953455,0.6402967572212219,9.467902183532715,0.605223536491394,8.94931411743164,10.137356758117676,9.798837661743164,2.0450236797332764,0.07681860774755478
go_stanford,short,no9vc_56_0,ddim10_cfg2.0_tts8,ddim,10,2.0,8,4,heuristic,62.1748783332805,4.974314066147502,0.5145498514175415,10.745524406433105,0.2714676260948181,9.415579795837402,10.720551490783691,10.65407943725586,0.8538150191307068,0.054849062114953995
go_stanford,short,no9vc_56_0,ddim10_cfg2.0_tts16,ddim,10,2.0,16,4,heuristic,121.18610433337078,1.859372154175781,0.46969088912010193,10.696941375732422,0.17981821298599243,9.286381721496582,10.61096477508545,10.576018333435059,0.7825787663459778,0.033987823873758316
go_stanford,short,no9vc_56_0,ddim10_cfg2.0_tts32,ddim,10,2.0,32,4,heuristic,225.3328716666753,3.5437795880985896,0.4819185137748718,10.877067565917969,0.15564772486686707,9.32702922821045,10.648491859436035,10.634343147277832,0.42935457825660706,0.043920282274484634
go_stanford,short,no9vc_56_0,ddim5_cfg0.0_tts0,ddim,5,0.0,0,0,heuristic,14.831254000000627,0.07853956494122451,0.007986988872289658,8.478425025939941,0.8021156787872314,8.090365409851074,9.14384937286377,8.79511547088623,1.9977537393569946,0.0920194759964943
go_stanford,short,no9vc_56_0,ddim5_cfg0.0_tts8,ddim,5,0.0,8,4,heuristic,15.570398333352387,1.0976733019858538,0.1441357433795929,9.74142074584961,0.409721314907074,8.596576690673828,9.778070449829102,9.68810749053955,0.964293897151947,0.04899795353412628
go_stanford,short,no9vc_56_0,ddim5_cfg0.0_tts16,ddim,5,0.0,16,4,heuristic,29.20232266668184,0.3869737084283988,0.18083766102790833,10.062814712524414,0.24197854101657867,8.733498573303223,9.958808898925781,9.921451568603516,0.7099210619926453,0.062057822942733765
go_stanford,short,no9vc_56_0,ddim5_cfg0.0_tts32,ddim,5,0.0,32,4,heuristic,59.075026999986825,0.7321325207435637,0.25881069898605347,10.279004096984863,0.23023900389671326,8.884849548339844,10.133875846862793,10.0985746383667,0.6008275747299194,0.05658397078514099
go_stanford,short,no9vc_56_0,ddim5_cfg0.5_tts0,ddim,5,0.5,0,0,heuristic,28.597474999969563,0.7159720069095058,0.06460876017808914,9.013397216796875,0.5821524858474731,8.18232250213623,9.291178703308105,9.099202156066895,1.3494364023208618,0.07416804879903793
go_stanford,short,no9vc_56_0,ddim5_cfg0.5_tts8,ddim,5,0.5,8,4,heuristic,28.329872333301864,0.28598440544114795,0.10722190886735916,9.879534721374512,0.3057977557182312,8.572949409484863,9.794631004333496,9.749531745910645,0.7510199546813965,0.04693186283111572
go_stanford,short,no9vc_56_0,ddim5_cfg0.5_tts16,ddim,5,0.5,16,4,heuristic,55.725979333336305,0.06881653611555674,0.21890099346637726,10.280259132385254,0.2408261001110077,8.882246017456055,10.13672161102295,10.10232925415039,0.6105339527130127,0.05219615623354912
go_stanford,short,no9vc_56_0,ddim5_cfg0.5_tts32,ddim,5,0.5,32,4,heuristic,113.81878933336036,3.5010577042610396,0.32958781719207764,10.627071380615234,0.20274174213409424,9.117277145385742,10.4129056930542,10.392678260803223,0.4582829177379608,0.032980095595121384
go_stanford,short,no9vc_56_0,ddim5_cfg1.0_tts0,ddim,5,1.0,0,0,heuristic,28.197322333312513,0.5059266346299826,0.1930587887763977,9.60505199432373,0.546886682510376,8.63923168182373,9.825435638427734,9.67474365234375,1.3091422319412231,0.06363017112016678
go_stanford,short,no9vc_56_0,ddim5_cfg1.0_tts8,ddim,5,1.0,8,4,heuristic,28.95294133338666,0.4691275611717432,0.3015085458755493,10.362122535705566,0.25963401794433594,9.044991493225098,10.323445320129395,10.263585090637207,0.8367571830749512,0.053916338831186295
go_stanford,short,no9vc_56_0,ddim5_cfg1.0_tts16,ddim,5,1.0,16,4,heuristic,57.45928533337974,2.3398323609000915,0.32356584072113037,10.551017761230469,0.24766938388347626,9.099861145019531,10.388920783996582,10.361260414123535,0.5827077627182007,0.039195042103528976
